line_id,order_id,sale_date,customer_id,city,sales_channel,customer_segment,payment_method,product_id,product_name,category,brand,promo_campaign,discount_pct,quantity,unit_price_rub,unit_cost_rub,returned
L000146,ORD002947,2025-04-30,C01012,Казань,Сайт,Регулярный,Карта,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Weekend,0.056,1,93886.74,73054.37,1
L000147,ORD002690,2025-09-29,C01669,Новосибирск,Магазин,Регулярный,Наличные,P010,Смартфоны realme Model 10,Смартфоны,realme,Без акции,0.0375,1,42050.94,28020.61,0
L000148,ORD002271,2025-06-20,C02099,Екатеринбург,Магазин,Регулярный,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0192,2,67203.62,50621.1,0
L000149,ORD003459,2025-10-04,C00608,Москва,Сайт,Новый,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Без акции,0.0756,1,92099.4,71094.29,0
L000150,ORD002274,2025-03-26,C01580,Новосибирск,Сайт,Регулярный,СБП,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0075,2,22558.84,15506.45,0
L000151,ORD002046,2025-11-07,C01743,Санкт-Петербург,Магазин,Регулярный,Наличные,P030,Бытовая техника Philips Model 30,Бытовая техника,Philips,Weekend,0.0452,1,11740.37,7535.64,0
L000152,ORD003264,2025-11-26,C00460,Москва,Сайт,Новый,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Black Friday,0.2471,1,114164.45,90958.32,0
L000153,ORD004479,2025-02-19,C01611,Казань,Сайт,Новый,СБП,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Weekend,0.0575,1,45858.02,34501.8,0
L000154,ORD005907,2025-05-01,C02113,Москва,Магазин,Регулярный,СБП,P057,Игровая техника Logitech Model 57,Игровая техника,Logitech,Без акции,0.0539,1,71062.93,56825.05,1
L000155,ORD001850,2025-10-24,C01251,Санкт-Петербург,Магазин,Регулярный,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0446,1,18982.67,11821.21,0
L000156,ORD002601,2025-09-26,C00344,Москва,Сайт,Регулярный,СБП,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Back-to-school,0.128,1,24162.19,17223.75,0
L000157,ORD000563,2025-03-20,C00093,Москва,Магазин,Новый,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Без акции,0.0,1,22924.35,17676.8,0
L000158,ORD002473,2025-02-21,C00509,Екатеринбург,Магазин,VIP,Наличные,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Weekend,0.0824,1,34544.09,21279.37,0
L000159,ORD001469,2025-05-13,C02305,Новосибирск,Маркетплейс,Регулярный,Карта,P007,Смартфоны Samsung Model 07,Смартфоны,Samsung,Без акции,0.0187,2,16954.59,12150.53,0
L000160,ORD002578,2025-02-17,C00019,Москва,Магазин,Регулярный,Карта,P022,Телевизоры TCL Model 22,Телевизоры,TCL,Без акции,0.0379,1,42415.11,30671.05,0
L000161,ORD002897,2025-03-13,C00933,Санкт-Петербург,Магазин,Регулярный,СБП,P008,Смартфоны Xiaomi Model 08,Смартфоны,Xiaomi,Weekend,0.0137,1,95874.56,53773.17,0
L000162,ORD005423,2025-10-31,C02270,Самара,Магазин,Регулярный,Карта,P060,Игровая техника Sony Model 60,Игровая техника,Sony,Weekend,0.0081,2,6865.33,4318.19,1
L000163,ORD001527,2025-05-12,C00323,Новосибирск,Магазин,VIP,Карта,P018,Ноутбуки ASUS Model 18,Ноутбуки,ASUS,Weekend,0.092,1,45722.36,36150.63,0
L000164,ORD004851,2025-10-08,C00343,Москва,Магазин,Новый,СБП,P046,Аксессуары Xiaomi Model 46,Аксессуары,Xiaomi,Без акции,0.063,3,549.17,410.26,0
L000165,ORD005967,2025-08-18,C01299,Новосибирск,Магазин,Регулярный,Наличные,P015,Ноутбуки HP Model 15,Ноутбуки,HP,Back-to-school,0.1138,2,139801.02,122056.93,0
L000166,ORD004418,2025-08-26,C01877,Москва,Маркетплейс,VIP,СБП,P024,Телевизоры Samsung Model 24,Телевизоры,Samsung,Без акции,0.0651,1,23003.77,15901.91,0
L000167,ORD004320,2025-08-13,C02111,Новосибирск,Сайт,Новый,Карта,P025,Телевизоры LG Model 25,Телевизоры,LG,Без акции,0.0301,1,172977.51,112370.84,0
L000168,ORD005597,2025-05-22,C01968,Москва,Сайт,Регулярный,СБП,P001,Смартфоны Apple Model 01,Смартфоны,Apple,Без акции,0.0518,1,73421.36,46886.72,0
L000169,ORD002824,2025-05-30,C01179,Москва,Магазин,VIP,Рассрочка,P044,Аудио Marshall Model 44,Аудио,Marshall,Weekend,0.0368,1,43812.35,35099.87,0
L000170,ORD001967,2025-11-16,C02253,Новосибирск,Магазин,VIP,Карта,P033,Бытовая техника Samsung Model 33,Бытовая техника,Samsung,Weekend,0.0875,1,22139.59,16800.17,0
L000171,ORD005655,2025-07-27,C01814,Москва,Магазин,Регулярный,Рассрочка,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Без акции,0.0948,1,4552.07,3604.33,0
L000172,ORD004179,2025-01-20,C02300,Москва,Магазин,Регулярный,Карта,P035,Бытовая техника Philips Model 35,Бытовая техника,Philips,Weekend,0.1372,1,8033.89,5034.72,0
L000173,ORD002704,2025-11-13,C00641,Москва,Сайт,Новый,СБП,P042,Аудио JBL Model 42,Аудио,JBL,Без акции,0.0962,1,74253.57,50669.51,0
L000174,ORD001222,2025-12-06,C00675,Казань,Сайт,Новый,Рассрочка,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Weekend,0.0641,1,117771.51,96054.0,0
L000175,ORD003556,2025-04-04,C01738,Самара,Сайт,VIP,Рассрочка,P039,Аудио Marshall Model 39,Аудио,Marshall,Без акции,0.0399,1,32717.52,25167.72,0
L000176,ORD001801,2025-02-24,C01446,Москва,Маркетплейс,Регулярный,Карта,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Weekend,0.042,1,11263.88,8699.05,1
L000177,ORD002855,2025-09-21,C00557,Москва,Магазин,Регулярный,Рассрочка,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Back-to-school,0.1019,1,117269.9,86286.67,0
L000178,ORD000382,2025-08-21,C00105,Казань,Магазин,Регулярный,Рассрочка,P044,Аудио Marshall Model 44,Аудио,Marshall,Без акции,0.0252,1,43884.85,34180.6,0
L000179,ORD004237,2025-03-05,C01961,Екатеринбург,Сайт,Регулярный,СБП,P055,Игровая техника Sony Model 55,Игровая техника,Sony,Без акции,0.0218,1,11230.2,9079.15,0
L000180,ORD005231,2025-11-19,C00446,Екатеринбург,Магазин,Регулярный,Наличные,P034,Бытовая техника LG Model 34,Бытовая техника,LG,Weekend,0.0416,1,28046.07,22166.83,0
L000181,ORD005429,2025-10-12,C01090,Москва,Магазин,Регулярный,Карта,P045,Аксессуары Logitech Model 45,Аксессуары,Logitech,Без акции,0.0445,1,3454.59,2481.69,0
L000182,ORD002022,2025-12-24,C01643,Москва,Магазин,Регулярный,Карта,P013,Ноутбуки ASUS Model 13,Ноутбуки,ASUS,Новый год,0.1366,1,81531.91,50143.59,0
L000183,ORD002552,2025-03-04,C01841,Екатеринбург,Сайт,Регулярный,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.0087,1,71153.73,52405.84,0
L000184,ORD002931,2025-05-05,C00556,Санкт-Петербург,Сайт,Новый,Рассрочка,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0,1,183906.49,137242.24,1
L000185,ORD001975,2025-05-29,C02035,Москва,Магазин,Регулярный,Наличные,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0452,1,46917.19,31520.92,0
L000186,ORD005188,2025-10-26,C00343,Самара,Сайт,Новый,СБП,P048,Аксессуары Samsung Model 48,Аксессуары,Samsung,Без акции,0.0051,1,1686.13,1350.77,0
L000187,ORD000842,2025-08-09,C00399,Казань,Магазин,Регулярный,Рассрочка,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Back-to-school,0.1132,1,23530.42,17400.67,0
L000188,ORD002755,2025-05-13,C00195,Москва,Сайт,Регулярный,СБП,P058,Игровая техника ASUS Model 58,Игровая техника,ASUS,Без акции,0.0345,2,13592.47,9705.12,0
L000189,ORD003423,2025-02-09,C00578,Санкт-Петербург,Сайт,Регулярный,Рассрочка,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Weekend,0.0754,1,34146.25,22123.83,0
L000190,ORD004446,2025-10-10,C00660,Казань,Сайт,VIP,Карта,P037,Аудио JBL Model 37,Аудио,JBL,Weekend,0.0549,3,6021.03,4229.58,0
L000191,ORD001686,2025-07-06,C02142,Новосибирск,Сайт,Регулярный,Рассрочка,P014,Ноутбуки Acer Model 14,Ноутбуки,Acer,Без акции,0.0473,1,73888.6,44763.72,0
L000192,ORD001802,2025-07-14,C01038,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Без акции,0.0,1,44687.3,32274.0,0
L000193,ORD005480,2025-12-30,C00513,Казань,Магазин,Регулярный,Наличные,P002,Смартфоны Samsung Model 02,Смартфоны,Samsung,Новый год,0.1377,1,95227.43,71643.92,0
L000194,ORD002003,2025-12-06,C00826,Екатеринбург,Магазин,Регулярный,СБП,P052,Аксессуары Baseus Model 52,Аксессуары,Baseus,Без акции,0.066,1,4799.97,3435.42,0
L000195,ORD000990,2025-09-01,C01431,Москва,Магазин,Новый,Рассрочка,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Back-to-school,0.1106,1,25539.44,17206.25,0
L000196,ORD004271,2025-04-12,C01764,Санкт-Петербург,Маркетплейс,Регулярный,СБП,P041,Аудио Philips Model 41,Аудио,Philips,Без акции,0.0326,1,3066.24,2054.1,0
L000197,ORD002485,2025-09-18,C02093,Москва,Магазин,Новый,СБП,P049,Аксессуары Apple Model 49,Аксессуары,Apple,Без акции,0.0433,2,659.17,506.28,0
L000198,ORD004649,2025-09-23,C02356,Санкт-Петербург,Маркетплейс,Регулярный,Карта,P050,Аксессуары Logitech Model 50,Аксессуары,Logitech,Без акции,0.0194,1,15248.7,12598.57,0
L000199,ORD004393,2025-05-01,C02035,Москва,Сайт,Регулярный,СБП,P005,Смартфоны realme Model 05,Смартфоны,realme,Weekend,0.0663,1,45306.08,32618.43,0
L000200,ORD000101,2025-04-05,C00309,Новосибирск,Магазин,Новый,Карта,P021,Телевизоры Sony Model 21,Телевизоры,Sony,Без акции,0.0462,1,25926.48,18428.3,0
L000201,ORD004930,2025-03-20,C00078,Санкт-Петербург,Магазин,Регулярный,Карта,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Без акции,0.0694,1,2207.96,1650.08,0
L000202,ORD003905,2025-12-30,C01865,Новосибирск,Магазин,Регулярный,СБП,P051,Аксессуары Xiaomi Model 51,Аксессуары,Xiaomi,Новый год,0.152,1,2628.34,1647.44,0
L000203,ORD003573,2025-04-01,C02128,Санкт-Петербург,Сайт,Новый,Карта,P011,Ноутбуки Apple Model 11,Ноутбуки,Apple,Без акции,0.0157,1,123489.29,89030.53,0
L000204,ORD002015,2025-08-23,C01058,Санкт-Петербург,Сайт,Новый,СБП,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.119,1,71441.43,50215.57,0
L000205,ORD000343,2025-07-06,C01349,Новосибирск,Сайт,Новый,СБП,P059,Игровая техника HyperX Model 59,Игровая техника,HyperX,Weekend,0.0673,1,32821.82,21036.22,0
L000206,ORD002322,2025-07-28,C00401,Самара,Сайт,Новый,Карта,P005,Смартфоны realme Model 05,Смартфоны,realme,Weekend,0.076,1,45991.86,32046.27,0
L000207,ORD000821,2025-11-07,C00234,Новосибирск,Маркетплейс,Регулярный,Рассрочка,P026,Телевизоры Sony Model 26,Телевизоры,Sony,Без акции,0.0414,1,25386.6,18302.62,0
L000208,ORD004214,2025-06-25,C00355,Новосибирск,Маркетплейс,Новый,СБП,P004,Смартфоны Honor Model 04,Смартфоны,Honor,Без акции,0.0312,1,20178.85,15836.03,0
L000209,ORD002146,2025-11-03,C00558,Екатеринбург,Магазин,Регулярный,Рассрочка,P031,Бытовая техника Haier Model 31,Бытовая техника,Haier,Без акции,0.0,1,10181.47,6749.47,1
L000210,ORD005621,2025-07-26,C00100,Москва,Сайт,Новый,СБП,P016,Ноутбуки Apple Model 16,Ноутбуки,Apple,Без акции,0.0755,1,112600.44,99325.14,0
L000211,ORD002335,2025-09-11,C00638,Новосибирск,Магазин,Новый,Карта,P029,Бытовая техника LG Model 29,Бытовая техника,LG,Back-to-school,0.1133,1,92634.03,67287.73,0
L000212,ORD001833,2025-02-09,C01524,Москва,Магазин,Регулярный,Карта,P017,Ноутбуки Lenovo Model 17,Ноутбуки,Lenovo,Без акции,0.043,1,63459.88,49247.42,0
L000213,ORD004839,2025-02-18,C01624,Москва,Магазин,Новый,СБП,P009,Смартфоны Honor Model 09,Смартфоны,Honor,Weekend,0.0755,1,122895.28,80093.04,0
L000214,ORD001056,2025-10-24,C02142,Москва,Магазин,Регулярный,СБП,P012,Ноутбуки Lenovo Model 12,Ноутбуки,Lenovo,Без акции,0.0533,1,182213.61,143369.76,0
